1996, B388,  Phys.Lett., Bowcock & Koktava & Taormina,  Free field representations for the affine superalgebra sl(2|1)
1996, B384,  Phys.Lett., Seiberg,  IR Dynamics on Branes and Space-Time Geometry
1996, D54,  Phys.Rev., Tarasov,  Connection between Feynman integrals having different values of the  space-time dimension
1997, D55,  Phys.Rev., Joglekar & Mandal,  WT identities for proper vertices and renormalization in a superspace  formulation of gauge theories
1997, A12,  Int.J.Mod.Phys., de Boer & Halpern,  Unified Einstein-Virasoro Master Equation in the General Non-Linear  Sigma Model
1996, B481,  Nucl.Phys., Devchand & Ogievetsky,  Interacting Fields of Arbitrary Spin and N>4 Supersymmetric Self-dual  Yang-Mills Equations
1997, B489,  Nucl.Phys., Propitius,  Spontaneously broken abelian Chern-Simons theories
1996, B481,  Nucl.Phys., Russo,  The string spectrum on the horizon of a non-extremal black hole
1997, B484,  Nucl.Phys., Fernandez-Pousa & Gallas & Hollowood & Miramontes,  The Symmetric Space and Homogeneous sine-Gordon Theories
1996, B478,  Nucl.Phys., Cvetic & Tseytlin,  Non-extreme black holes from non-extreme intersecting M-branes
1996, B387,  Phys.Lett., Awada & Mansouri,  Dimensionless Coupling of Superstrings to Supersymmetric Gauge Theories  and Scale Invariant Superstring Actions
1997, B493,  Nucl.Phys., Caceres & Kaplunovsky & Mandelberg,  Large-Volume String Compactifications, Revisited
1996, D54,  Phys.Rev., Fry,  QED in inhomogeneous magnetic fields
1996, B479,  Nucl.Phys., Strominger & Yau & Zaslow,  Mirror Symmetry is T-Duality
1996, B480,  Nucl.Phys., Abolhasani & Alishahiha & Ghezelbash,  The Moduli Space and Monodromies of the $N=2$ Supersymmetric Yang-Mills  Theory with any Lie Gauge Groups
1996, B385,  Phys.Lett., Dasgupta & Mukhi,  F-Theory at Constant Coupling
1996, B386,  Phys.Lett., Gaberdiel & Kausch,  A Rational Logarithmic Conformal Field Theory
1996, D54,  Phys.Rev., Elizalde & Naftulin & Odintsov,  The Gross-Neveu model on a sphere with a magnetic monopole
1997, A55,  Phys.Rev., Mostafazadeh,  The Quantum Adiabatic Approximation and the Geometric Phase
1998, C1,  Eur.Phys.J., Carrington & Heinz,  Three-Point Functions at Finite Temperature
1997, B489,  Nucl.Phys., Tollsten,  Exact Solutions to Supergravity
1997, A12,  Int.J.Mod.Phys., Frau & Lerda & Sciuto & Zemba,  The extended conformal theory of Luttinger systems
1996, D54,  Phys.Rev., Chalmers & Siegel,  The self-dual sector of QCD amplitudes
1996, B389,  Phys.Lett., Casadio & Harms,  Space-time singularities and the axion in the Poincare coset models  ISO(2,1)/H
1996, B387,  Phys.Lett., Norridge,  Recovering Infinities in Graviton Scattering Amplitudes using Cutkosky  rules
1997, D55,  Phys.Rev., Harms & Leblanc & Cox,  New perturbative solutions of the Kerr-Newman dilatonic black hole field  equations
1997, A12,  Int.J.Mod.Phys., Alimohammadi & Khorrami,  $n$-point functions of $2d$ Yang-Mills theories on Riemann surfaces
1997, B483,  Nucl.Phys., Guida & Magnoli,  On the Short Distance Behavior of the Critical Ising Model Perturbed by  a Magnetic Field
1998, C1,  Eur.Phys.J., Hasler,  The three-form multiplet in N=2 superspace
1996, B385,  Phys.Lett., Popov & Bordemann & Roemer,  Symmetries, Currents and Conservation Laws of Self-Dual Gravity
1996, B386,  Phys.Lett., Baulieu & Green & Rabinovici,  A Unifying Topological Action for Heterotic and Type II Superstring  Theories
1999, A14,  Int.J.Mod.Phys., Dilkes & Martin & McKeon & Sherry,  Gauge Dependence in Chern-Simons Theory
1997, B484,  Nucl.Phys., Losev & Moore & Nekrasov & Shatashvili,  Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy
1997, B497,  Nucl.Phys., Katz & Vafa,  Matter From Geometry
1996, B385,  Phys.Lett., Kiritsis & Kounnas & Petropoulos & Rizos,  Solving the Decompactification Problem in String Theory
1996, B480,  Nucl.Phys., Nishino & Gates,  Aleph-Null Extended Supergravity and Chern-Simons Theories
1996, A11,  Mod.Phys.Lett., Minzoni & Rosenbaum & Turbiner,  Quasi-Exactly-Solvable Many-Body Problems
1996, D54,  Phys.Rev., Kallosh,  Superpotential from Black Holes
1996, A29,  J.Phys., Asai & Jimbo & Miwa & Pugai,  Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
1997, B402,  Phys. Lett., Cruz & Navarro-Salas & Navarro & Talavera,  Conformal and Nonconformal Symmetries in 2d Dilaton gravity
1996, B481,  Nucl.Phys., Mikovic & Radovanovic,  Two-loop Back-reaction in 2D Dilaton Gravity
1996, B387,  Phys.Lett., Nishigaki,  Proof of universality of the Bessel kernel for chiral matrix models in  the microscopic limit
1996, A29,  J.Phys., Strachan,  The dispersive self-dual Einstein equations and the Toda lattice
1996, B387,  Phys.Lett., Kogan & Mavromatos & Wheater,  D-Brane Recoil and Logarithmic Operators
1997, B484,  Nucl.Phys., Casher & Englert & Itzhaki & Massar & Parentani,  Black Hole Horizon Fluctuations
1997, B390,  Phys.Lett., Jr,  On Aspects and Implications of the New Covariant 4D, N = 1 Green-Schwarz  Sigma-model Action
1996, B389,  Phys.Lett., Dhanawittayapol & Gates & Rana,  A Canticle on (4,0) Supergravity-Scalar Multiplet Systems for a  ``Cognoscente''
1996, B477,  Nucl.Phys., Ooguri & Oz & Yin,  D-Branes on Calabi-Yau Spaces and Their Mirrors
1997, D55,  Phys.Rev., Horowitz & Marolf,  Counting States of Black Strings with Traveling Waves II
1997, B484,  Nucl.Phys., Hollowood & Mavrikis,  The N=1 supersymmetric bootstrap and Lie algebas
1996, B480,  Nucl.Phys., Semenoff & Zarembo,  Adjoint non-Abelian Coulomb gas at large N
1996, B386,  Phys.Lett., Bergshoeff & de Roo & Ortin,  The Eleven-Dimensional Five-Brane
1997, B404,  Phys.Lett., Arias & Leal,  Topological Sectors and Gauge invariance in massive Vector-Tensor  Theories in D >=4
1996, B480,  Nucl.Phys., Sethi & Vafa & Witten,  Constraints on Low-Dimensional String Compactifications
1996, D54,  Phys.Rev., Esposito & Kamenshchik & Kirsten,  One-Loop Effective Action for Euclidean Maxwell Theory on Manifolds with  Boundary
1997, B502,  Nucl.Phys., Candelas & Perevalov & Rajesh,  F-Theory Duals of Nonperturbative Heterotic E8xE8 Vacua in Six  Dimensions
1996, B389,  Phys.Lett., Barvinsky & Kunstatter,  Exact Physical Black Hole States in Generic 2-D Dilaton Gravity
1996, B387,  Phys.Lett., Gaillard & Jain & Saririan,  Supergravity Coupled to Chiral and Yang-Mills Matter at One Loop
1996, B482,  Nucl.Phys., Hanany & Klebanov,  On Tensionless Strings in $3+1$ Dimensions
1997, B489,  Nucl.Phys., Caux & Kogan & Lewis & Tsvelik,  Logarithmic Operators and Dynamical Extention of The Symmetry Group in  the Bosonic SU(2)_0 and SUSY SU(2)_2 WZNW Models
1996, B480,  Nucl.Phys., Berkooz & Douglas & Leigh,  Branes Intersecting at Angles
1997, B486,  Nucl.Phys., Ambjorn & Savvidy & Savvidy,  Alternative actions for quantum gravity and the intrinsic rigidity of  the spacetime
1997, A12,  Int.J.Mod.Phys., Kharchev & Mironov & Zhedanov,  Faces of Relativistic Toda Chain
1997, B392,  Phys.Lett., Nilles & Spalinski,  Generalized string compactifications with spontaneously broken  supersymmetry
1996, B387,  Phys.Lett., Landsteiner & Lopez & Lowe,  Evidence for S-Duality in N=4 Supersymmetric Gauge Theory
1996, B387,  Phys.Lett., Brunner & Schimmrigk,  F-Theory on Calabi-Yau Fourfolds
1997, D55,  Phys.Rev., Cea,  Vacuum Stability for Dirac Fermions in Three Dimensions
1996, D54,  Phys.Rev., Bose & Parker & Peleg,  Predictability and Semiclassical Approximation at the onset of Black  Hole formation
1996, B480,  Nucl.Phys., Zwiebach,  Building string field theory around non-conformal backgrounds
1997, A30,  J.Phys., Rochev,  A non-perturbative method of calculation of Green functions
1997, D55,  Phys.Rev., Oda & Sakai & Sakai,  Vacuum Structures of Supersymmetric Yang-Mills Theories in $1+1$  Dimensions
1996, B388,  Phys.Lett., Apikyan,  Liouville Field Theory on Hyperelliptic surface
1996, B481,  Nucl.Phys., Love & Todd,  Modular Symmetries of Threshold Corrections for Abelian Orbifolds with  Discrete Wilson Lines
1997, D55,  Phys.Rev., Polchinski,  Tensors from K3 Orientifolds
1997, D55,  Phys.Rev., Kar,  Focusing of timelike worldsheets in a theory of strings
1997, B390,  Phys.Lett., Cederwall & Gussich & Mikovic & Nilsson & Westerberg,  On the Dirac-Born-Infeld Action for D-branes
1997, D55,  Phys.Rev., Chang & Soo,  Invariant Regularization of Anomaly-Free Chiral Theories
1996, B479,  Nucl.Phys., Gimon & Johnson,  Multiple Realisations of N=1 Vacua in Six Dimensions
1997, A12,  Mod.Phys.Lett., Deguchi & Nakajima,  A Yang--Mills Theory in Loop Space and Chapline--Manton Coupling
1996, B389,  Phys.Lett., Ennes & Ramallo & de Santos,  On the free field realization of the osp(1|2) current algebra
1996, B388,  Phys.Lett., Poppitz & Shadmi & Trivedi,  Supersymmetry Breaking and Duality in SU(N)xSU(N-M) Theories
1996, B478,  Nucl.Phys., Das & Mathur,  Comparing decay rates for black holes and D-branes
1996, B481,  Nucl.Phys., Kawamura & Kobayashi,  Flat Directions in $Z_{2n}$ Orbifold Models
1996, B387,  Phys.Lett., Hull,  The Geometry of $N=2$ Strings with Torsion
1997, A12,  Int.J.Mod.Phys., Alvarez-Gaume & Marino,  More on softly broken N=2 QCD
1996, B480,  Nucl.Phys., Cvetic & Hull,  Black Holes and U-Duality
1997, A12,  Int.J.Mod.Phys., Antonov,  Stochastic loop equations
1996, A11,  Mod.Phys.Lett., Odintsov & Percacci,  Yang-Mills vacuum structure and quantum gravity
1997, B390,  Phys.Lett., Dorey & Khoze & Mattis,  Multi-Instanton Check of the Relation Between the Prepotential F and the  Modulus u in N=2 SUSY Yang-Mills Theory
1997, B55,  Phys.Rev., Allen & Senechal,  Non-Abelian bosonization of the frustrated antiferromagnetic spin-1/2  chain
1996, B482,  Nucl.Phys., Ambjorn & Makeenko & Zarembo,  Supersymmetric matrix models and branched polymers
1996, B482,  Nucl.Phys., Leclair & Lesage & Sachdev & Saleur,  Finite temperature correlations in the one-dimensional quantum Ising  model
1996, A29,  J.Phys., Ambjorn & Akemann,  New universal spectral correlators
1997, B493,  Nucl.Phys., Albertini & Dahmen & Wehefritz,  The free energy singularity of the asymmetric 6--vertex model and the  excitations of the asymmetric XXZ chain
1997, B483,  Nucl.Phys., Ichinose & Matsui,  Particle-Flux Separation of Electrons in the Half-Filled Landau
1996, D54,  Phys.Rev., Gregory,  Nonsingular global strings
1997, D55,  Phys.Rev., Borissov,  Graphical Evolution of Spin Network States
1996, D54,  Phys.Rev., Kang,  Black Hole Area in Brans-Dicke Theory
1997, D55,  Phys.Rev., Torii & Yajima & Maeda,  Dilatonic Black Holes with Gauss-Bonnet Term
1997, D55,  Phys.Rev., Carlip,  The Statistical Mechanics of the Three-Dimensional Euclidean Black Hole
1996, D54,  Phys.Rev., Cadoni,  The dualities of 3D dilaton gravity
1996, D54,  Phys.Rev., Bousso & Hawking,  Pair Creation of Black Holes During Inflation
1997, B112,  Nuovo Cim., Rosu,  Superoscillations and trans-Planckian frequencies
1997, D55,  Phys.Rev., Reznik,  Trans-Planckian Tail in a Theory with a Cutoff
1997, D55,  Phys.Rev., Onozawa & Okamura & Mishima & Ishihara,  Perturbing Supersymmetric Black Hole
1996, B380,  Phys.Lett., Thiemann,  Anomaly-free formulation of non-perturbative, four-dimensional  Lorentzian quantum gravity
1996, B388,  Phys.Lett., Ambjorn & Anagnostopoulos & Magnea & Thorleifsson,  Geometrical Interpretation of the KPZ Exponents
1997, D55,  Phys.Rev., Campos & Fernandez & Tarancon,  Antiferromagnetic 4-d O(4) Model
1996, B480,  Nucl.Phys., Rajantie,  Feynman Diagrams to Three Loops in Three Dimensional Field Theory
1997, D55,  Phys.Rev., Joyce,  Electroweak Baryogenesis and the Expansion Rate of the Universe
1996, B480,  Nucl.Phys., Tarasov,  A new approach to the momentum expansion of multiloop Feynman diagrams
1997, B391,  Phys.Lett., Stewart,  Flattening the Inflaton's Potential with Quantum Corrections
1996, D54,  Phys.Rev., Wakamatsu,  The Extended Nambu-Jona-Lasinio Model and Hidden Local Symmetry of Low  Energy QCD
1996, A11,  Int.J.Mod.Phys., Shifman,  Little Miracles of Supersymmetric Evolution of Gauge Couplings
1997, D55,  Phys.Rev., Feng & Lam,  Multiple Reggeon Exchange from Summing QCD Feynman Diagrams
1997, B490,  Nucl.Phys., Choi & Kim & Kim,  Axion Cosmology with a Stronger QCD in the Early Universe
1996, B386,  Phys.Lett., Landshoff,  Simple Physical Approach to Thermal Cutting Rules
1997, B488,  Nucl.Phys., Dienes,  New Constraints on SO(10) Model-Building from String Theory
1998, C1,  Eur.Phys.J., Ellwanger & Hirsch & Weber,  The Heavy Quark Potential from Wilson's Exact Renormalization Group
1996, B481,  Nucl.Phys., Klinkhamer & Weller,  Construction of a new constrained instanton in Yang-Mills-Higgs theory
1997, A228,  Phys.Lett., Mostafazadeh,  Adiabatic Product Expansion
1997, A12,  Mod.Phys.Lett., Lee & Myung & Kim & Park,  Propagating waves in an extremal black string
1996, B479,  Nucl.Phys., Kitazawa,  An analysis on a supersymmetric chiral gauge theory with no flat  direction
1998, A13,  Int.J.Mod.Phys., Montani & Trinchero,  Quantum mechanics over a q-deformed (0+1)-dimensional superspace
1996, D54,  Phys.Rev., Smilga,  Two-Dimensional Instantons with Bosonization and Physics of Adjoint  $QCD_2$
1997, B391,  Phys.Lett., Sochen,  Integrable Generalized Principal Chiral Models
1996, B388,  Phys.Lett., de Alwis,  A note on brane tension and M-theory
1997, A12,  Int.J.Mod.Phys., Billo' & D'Adda,  A solvable twisted one-plaquette model
1996, D54,  Phys.Rev., Iellici & Moretti,  Thermal partition function of photons and gravitons in a Rindler wedge
1997, B487,  Nucl.Phys., Bardakci & Bernardo & Sochen,  Integrable Generalized Thirring Model
1996, B387,  Phys.Lett., Blum & Zaffaroni,  An Orientifold from F Theory
1996, B479,  Nucl.Phys., Ganor,  A Test Of The Chiral E8 Current Algebra On A 6D Non-Critical String
1996, B387,  Phys.Lett., Csaki & Randall & Skiba & Leigh,  Supersymmetry Breaking Through Confining and Dual Theory Gauge Dynamics
1997, A110,  Nuovo Cim., Bollini & Rocca,  Is the Higgs a visible particle ?
1997, A110,  Nuovo Cim., Bollini & Rocca,  Vacuum state of the quantum string without anomalies in any number of  dimensions
1997, A12,  Int.J.Mod.Phys., Oxman & Rocca,  A Family of unitary higher order equations
1997, B484,  Nucl.Phys., Dijkgraaf & Verlinde & Verlinde,  Counting Dyons in N=4 String Theory
1997, A12,  Int.J.Mod.Phys., Lu & Pope,  SL(N+1,R) Toda Solitons in Supergravities
1997, B488,  Nucl.Phys., Alvarez & Labastida & Perez,  Vassiliev Invariants for Links from Chern-Simons Perturbation Theory
1997, N3,  Teor.Mat.Fiz., Antonov,  Universal R-matrix and Quantum Volterra Model
1997, B493,  Nucl.Phys., Fre' & Girardello & Pesando & Trigiante,  Spontaneous N=2 --> N=1 local supersymmetry breaking with surviving  local gauge group
1997, A12,  Int.J.Mod.Phys., Gaberdiel,  Fusion of twisted representations
1996, B480,  Nucl.Phys., Amelino-Camelia & Kogan & Szabo,  Conformal Dimensions from Topologically Massive Quantum Field Theory
1996, B387,  Phys.Lett., Bytsenko & Odintsov & Granda,  One-loop vacuum amplitude for D-branes in constant electromagnetic field
1997, D56,  Phys.Rev., Banerjee & Marino,  Explicit Bosonization of the Massive Thirring Model in 3+1 Dimensions
1997, B394,  Phys.Lett., Dabholkar & Park,  A Note on Orientifolds and F-theory
1996, B387,  Phys.Lett., Delfino & Simonetti & Cardy,  Asymptotic factorisation of form factors in two-dimensional quantum  field theory
1996, B387,  Phys.Lett., Sakita,  Collective Variables of Fermions and Bosonization
1997, A12,  Int.J.Mod.Phys., Kogan & Lewis & Soloviev,  Gauge Dressing of 2D Field Theories
1997, B486,  Nucl.Phys., Polyakov,  Confining Strings
1996, B480,  Nucl.Phys., Borlaf & Lozano,  Aspects of T-duality in Open Strings
1996, B388,  Phys.Lett., Vazquez-Mozo,  Open String Thermodynamics and D-Branes
1997, B392,  Phys.Lett., Gao,  Comments on D-Brane and $SO(2N)$ Enhanced Symmetry in Type II String
1996, B387,  Phys.Lett., Baver,  New Solvable Lattice Models from Conformal Field Theory
1996, D54,  Phys.Rev., de Vega & Egusquiza,  Planetoid String Solutions in 3 + 1 Axisymmetric Spacetimes
1996, B479,  Nucl.Phys., Gopakumar & Mukhi,  Orbifold and Orientifold Compactifications of F-Theory and M-Theory to  Six and Four Dimensions
1997, A12,  Int.J.Mod.Phys., Antoniadis & Pioline,  Higgs branch, HyperKahler quotient and duality in SUSY N=2 Yang-Mills  theories
1996, B389,  Phys.Lett., Benatti & Floreanini,  Complete Positivity and the K K-bar system
1996, B389,  Phys.Lett., Howe & West,  Operator product expansions in four-dimensional superconformal field  theories
1996, D54,  Phys.Rev., Benedict & Jackiw & Lee,  Functional Schroedinger and BRST Quantization of (1+1)--Dimensional  Gravity
1996, B481,  Nucl.Phys., Banerjee & Banerjee & Ghosh,  Non abelian bosonisation in three dimensional field theory
1996, B388,  Phys.Lett., Dorey & Khoze & Mattis,  A Two-Instanton Test of the Exact Solution of N=2 Supersymmetric QCD
1996, B388,  Phys.Lett., Berkovits,  Manifest Electromagnetic Duality in Closed Superstring Field Theory
1997, B488,  Nucl.Phys., Menotti & Peirano,  Diffeomorphism invariant measure for finite dimensional geometries
1997, B487,  Nucl.Phys., Ferretti,  The Critical Exponents Of The Matrix Valued Gross-Neveu Model
1996, D54,  Phys.Rev., Bender & Bettencourt,  Multiple-Scale Analysis of Quantum Systems
1997, D55,  Phys.Rev., McKay & Munczek,  Study of Quark Propagator Solutions to the Dyson--Schwinger Equation in  a Confining Model
1996, B388,  Phys.Lett., Aoyama & Harano & Sato & Wada,  Multi-instanton calculus in N=2 supersymmetric QCD
1996, D54,  Phys.Rev., Kallosh & Shmakova & Wong,  Freezing of Moduli by N=2 Dyons
1997, B397,  Phys.Lett., Kawai,  String Duality and Modular Forms
